Date,Content
2022-04-05 21:25:00+00:00,b'@airaniiofifteen Pagi iofi!'
2022-04-05 21:24:32+00:00,b'@airaniiofifteen Pagi Yopi\nTumben Yop udah bangun'
2022-04-05 21:24:19+00:00,b'@airaniiofifteen Sudah!'
2022-04-05 21:23:50+00:00,"b'@airaniiofifteen Waduh udh bnagun sayang.\nTumben twt paginya jam segini, biasanya twt siangnya abis juhur'"
2022-04-05 21:23:41+00:00,b'@airaniiofifteen Pagi juga yop~ https://t.co/5hJk7e3fjN'
2022-04-05 21:23:25+00:00,"b'@airaniiofifteen Pagii yopi~\nBarusan aja beres makan, terima kasih ya udh di ingetin\xf0\x9f\xa5\xb0'"
2022-04-05 21:23:05+00:00,"b'@airaniiofifteen Pagi juga iopiiii, udah makan kok tenang aja :&gt;'"
2022-04-05 21:22:55+00:00,b'@airaniiofifteen Makasih beb udh ngingetin tapi lain kali lebih cepet ngingetin nya jangan mepet ke sahur\xf0\x9f\x98\x85'
2022-04-05 21:22:36+00:00,"b'@airaniiofifteen Pagi sayang, aku hari ini puasa~ jadi makannya tadi jam 3\nTapi makasih udah ngingetin, have a nice day yopi &lt;3'"
2022-04-05 21:22:30+00:00,b'@airaniiofifteen Pagi yop \xf0\x9f\xa4\x97\nwaktunya tydur dah imsak'
2022-04-05 21:21:11+00:00,b'@airaniiofifteen Pagi sayang.. imsak dibangunin ayang yopi emang sesuatu deh'
2022-04-05 21:20:57+00:00,"b'@airaniiofifteen Waduh sayang, udah subuh duluan \xf0\x9f\xa5\xba\xf0\x9f\xa5\xba'"
2022-04-05 21:19:47+00:00,b'@airaniiofifteen dikala dipanggil sayang sama yopi https://t.co/PlYsXOGMm4'
2022-04-05 21:18:05+00:00,"b'@airaniiofifteen Pagi juga say--\n\nWait... Tumben bangunin jam segini, sayang. Tenang aja, udah makan kok tadi mbak.\xe2\x80\xa6 https://t.co/On5BXBrN1J'"
2022-04-05 21:17:19+00:00,b'@airaniiofifteen Terima kasih loh Sayang ~\n\nBtw jangan lupa juga kamu makan dan stay hydrated!'
2022-04-05 21:16:28+00:00,"b'@airaniiofifteen Pagi Yang, \n\nUdh Kok, santai Aja \xf0\x9f\x91\x8c\xf0\x9f\x98\x80\xe2\x9c\xa8'"
2022-04-05 21:16:26+00:00,b'@airaniiofifteen Udah ayang udah\nKyaaa&gt;\\\\\\&lt;'
2022-04-05 21:16:24+00:00,b'@airaniiofifteen Pagi Yop~\nudh imsak disini\xf0\x9f\x98\x94'
2022-04-05 21:16:22+00:00,b'@airaniiofifteen Sahur dibangunin ortu\xe2\x9d\x8c\nSahur dibangunin ayang\xe2\x9c\x85'
2022-04-05 21:16:20+00:00,b'@airaniiofifteen Ude IMSAK mbak\xf0\x9f\x98\x82\xf0\x9f\x91\x8f\xf0\x9f\x8f\xbc'
2022-04-05 21:16:19+00:00,"b'@airaniiofifteen Selamat pagi sayang, iya aku makan dulu ya terus siap siap mau masuk sekolah'"
2022-04-05 21:16:19+00:00,b'@airaniiofifteen Pagi juga sayang~'
2022-04-05 21:16:17+00:00,b'@airaniiofifteen PAGI\xf0\x9f\x98\x8a'
2022-04-05 21:16:13+00:00,"b'@airaniiofifteen Pagi juga sayang, makasih dah ingetin'"
2022-04-05 21:15:57+00:00,"b'@airaniiofifteen telat yang ingetin, udah imsak, gak jadi makan deh.'"
2022-04-05 21:15:53+00:00,b'@airaniiofifteen Udah yang'
2022-04-05 21:15:52+00:00,b'@airaniiofifteen Pagi!\niofi!'
2022-04-05 21:15:49+00:00,b'@airaniiofifteen pagi juga yopi \xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x98\xaa\n\niya sebentar lagi ya 1 menit aja... masih ngantuk \xf0\x9f\x98\xb4'
2022-04-05 21:15:46+00:00,b'@airaniiofifteen Morning iofi udah sahur'
2022-04-05 21:15:44+00:00,b'@airaniiofifteen Pagi juga sayangku https://t.co/x2Osk75YdJ'
2022-04-05 21:15:41+00:00,"b'@airaniiofifteen Wah sempet bangun ternyata, pagi yop~'"
2022-04-05 21:15:36+00:00,b'@airaniiofifteen Makasih udah ngingetin yah cantik \xf0\x9f\x92\x97'
2022-04-05 21:15:35+00:00,b'@airaniiofifteen Udah imsak ayang'
2022-04-05 21:15:28+00:00,b'@airaniiofifteen Pagi beb~'
2022-04-05 21:15:26+00:00,b'@airaniiofifteen AHAHAHAHAH SIALAN KAGET\n\npantes aneh.. soalnya aku ga punya pacar tbtb ada yg ngechat ginian-\n\npag\xe2\x80\xa6 https://t.co/ZysLhc8IdT'
2022-04-05 21:15:21+00:00,b'@airaniiofifteen Makasih.... tapi udah mo imsak yop!!! \xf0\x9f\x98\x85\xf0\x9f\x98\x85\xf0\x9f\x98\x85'
2022-04-05 21:15:20+00:00,b'@airaniiofifteen Morning yop!!!!\nSudah imsak disini tapi makasih sudah ngingetin \xf0\x9f\x92\x9a\xf0\x9f\x92\x9a'
2022-04-05 21:15:15+00:00,"b'@airaniiofifteen makasihh Bebbb! \xf0\x9f\x92\x96\xe2\x9c\xa8\xe2\x9c\xa8\nudah kok\ndah beres, maacih~'"
2022-04-05 21:15:13+00:00,b'@airaniiofifteen PAGI!'
2022-04-05 21:15:01+00:00,b'@airaniiofifteen Pagi juga sayang :)'
2022-04-05 21:14:57+00:00,"b'@airaniiofifteen pagi juga sayang, yuk sahur bareng ama aku'"
2022-04-05 21:14:53+00:00,b'@airaniiofifteen Pagii Sayang\xf0\x9f\xa5\xb0\xf0\x9f\x92\x95\n\nUdah yop'
2022-04-05 21:14:50+00:00,b'@airaniiofifteen pagi yopi'
2022-04-05 21:14:45+00:00,b'@airaniiofifteen udah imsak sayang'
2022-04-05 21:14:45+00:00,"b'@airaniiofifteen Tumbenan nih yop, ada apa nih?\xf0\x9f\x91\x80\xf0\x9f\x92\xa6'"
2022-04-05 17:06:23+00:00,b'@airaniiofifteen Wiiiih 2nd anniv'
2022-04-05 16:50:47+00:00,b'@airaniiofifteen Ditunggu kejutannya besok~\xf0\x9f\x91\x80'
2022-04-05 16:45:28+00:00,b'@airaniiofifteen Ada TV sesi 2'
2022-04-05 16:44:41+00:00,b'@airaniiofifteen apaan nih\xf0\x9f\x91\x80\xe2\x9c\xa8'
2022-04-05 16:43:46+00:00,b'@airaniiofifteen M-chan tumpengan?'
2022-04-05 16:42:33+00:00,"b'@airaniiofifteen yang pasti, ada kamu di hatiku sih Yop'"
2022-04-05 16:35:55+00:00,b'@airaniiofifteen Lagu baru?'
2022-04-05 16:35:31+00:00,b'@airaniiofifteen Hmmmm ada apa tuchhhh\xf0\x9f\x91\x80\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8'
2022-04-05 16:34:50+00:00,b'@airaniiofifteen Tebak'
2022-04-05 16:34:32+00:00,b'@airaniiofifteen ada TV'
2022-04-05 16:33:55+00:00,"b'@airaniiofifteen \xf0\x9f\x91\x80\nEntah, saya pun tak tau\nYagoo potong tumpeng 2 meter?'"
2022-04-05 14:36:09+00:00,b'@airaniiofifteen Pagi-\xe2\x9c\x9d\xef\xb8\x8f\xf0\x9f\x97\xbf'
2022-04-05 14:14:45+00:00,"b'@airaniiofifteen KEPADA KETUA KORENE,HORMAAAAAAAT GRAKK!!'"
2022-04-05 14:06:35+00:00,b'@EruruOwO @warewaminyak @airaniiofifteen @arthesydoc Yopi kita udah real gaes'
2022-04-05 13:13:17+00:00,b'@airaniiofifteen ihhhh gemesin banget yopiiiii aaaaa mirip karena sama-sama lucuuuu &lt;3&lt;3'
2022-04-05 12:35:55+00:00,b'@airaniiofifteen Aaa karung mana karung\nLucu banget gemes\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3'
2022-04-05 12:17:55+00:00,b'@EruruOwO @airaniiofifteen @arthesydoc ARRGHH KAWAIIII \xf0\x9f\xa5\xba\xf0\x9f\xa5\xba'
2022-04-05 12:17:32+00:00,b'@airaniiofifteen Emang mirip sih wkwkwk'
2022-04-05 11:51:09+00:00,b'@Alkerias @airaniiofifteen @arthesydoc Whauahahha thankyuu\xf0\x9f\x92\x96\xf0\x9f\x92\x96\xe2\x9c\xa8\xe2\x9c\xa8'
2022-04-05 11:32:33+00:00,b'teteh @airaniiofifteen semoga suka \xf0\x9f\x98\x81'
2022-04-05 11:30:00+00:00,b'@airaniiofifteen KARUNG MANA KARUNG!?!!!?'
2022-04-05 11:01:07+00:00,b'@airaniiofifteen Pagi yopi!'
2022-04-05 10:55:02+00:00,b'@airaniiofifteen pagi\xe2\x9c\xa8'
2022-04-05 10:54:12+00:00,b'@airaniiofifteen Gemesss liatnya \xf0\x9f\x98\xb3'
2022-04-05 10:43:30+00:00,b'@airaniiofifteen Utututu gemesh banget sih'
2022-04-05 10:42:13+00:00,"b'@airaniiofifteen \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3 kok mirip beb, wkwkwkwk'"
2022-04-05 10:33:55+00:00,b'@airaniiofifteen IH PENGEN KUCUBIT'
2022-04-05 10:25:31+00:00,b'@airaniiofifteen Yop g follow ni anak sapa tau bisa kenalan  kecoa lokal \xf0\x9f\x92\xaa https://t.co/6kIluwbXoo'
2022-04-05 10:24:31+00:00,b'@ikhsanmutin @M_Hidaya7 @airaniiofifteen Ah that kecoa\nYg lu maksud bkan si coro kan https://t.co/LZ6S28hUXL'
2022-04-05 10:13:23+00:00,b'@airaniiofifteen pengen tak ihhhhhhhhhhh'
2022-04-05 10:04:02+00:00,b'@airaniiofifteen Malah keliatan lucu...'
2022-04-05 09:52:20+00:00,b'@airaniiofifteen KYAAAA LUCUNYAA PGN CUBIT BOLEH TIDAK??? GEMAS SEKALI ANDA ( \xea\x88\x8d\xe1\xb4\x97\xea\x88\x8d)\xf0\x9f\x92\x99'
2022-04-05 09:45:59+00:00,b'@airaniiofifteen Lucu'
2022-04-05 09:43:47+00:00,b'@airaniiofifteen UCUUULLLLLLL PENGEN PAT PAT WWW'
2022-04-05 09:24:15+00:00,b'@airaniiofifteen Gemoy...\n\nTapi emang mirip sih'
2022-04-05 09:23:57+00:00,b'@airaniiofifteen Kawaiiofi\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9c\xa8'
2022-04-05 09:12:26+00:00,b'@airaniiofifteen Jadi selama ini iofi itu otter?\nPantesan kok lucu'
2022-04-05 09:09:49+00:00,b'@airaniiofifteen LUCUKKK WEH! LUCUKK BANGETTTTT!!!!!! TAU LUCU GAK!? GEMESSSSSS \xf0\x9f\x98\xa4 https://t.co/RsPJZkvkDu'
2022-04-05 09:09:37+00:00,b'@airaniiofifteen Momen ketika alien pendecc ngamuk'
2022-04-05 09:08:53+00:00,b'@airaniiofifteen Jadi selama ini yopi adalah......'
2022-04-05 09:06:23+00:00,b'@airaniiofifteen Lucuuuu \xf0\x9f\x98\x86'
2022-04-05 09:06:18+00:00,b'@airaniiofifteen Gemoy ww'
2022-04-05 09:04:28+00:00,b'@airaniiofifteen Kekw'
2022-04-05 09:04:16+00:00,b'@airaniiofifteen Mau marah aja malah jadi lucu\n\nSasuga dedek Yopi'
2022-04-05 09:03:44+00:00,b'@airaniiofifteen Mirip amat'
2022-04-05 09:02:11+00:00,b'@airaniiofifteen HAHAHAAHAHA GEMES BANGET\n\nMAU PERMEN GA DEK?'
2022-04-05 08:37:41+00:00,b'@airaniiofifteen Sore beb~ \xf0\x9f\x98\x8d\xf0\x9f\xa5\xb0'
2022-04-05 08:37:28+00:00,b'@_LemonFizz @airaniiofifteen ok bang makasih bnyk infonya'
2022-04-05 08:00:34+00:00,b'@airaniiofifteen salam pramuka\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f'
2022-04-05 07:56:41+00:00,b'@airaniiofifteen Pagi ayangg'
2022-04-05 07:46:44+00:00,b'@airaniiofifteen Waktu masih jadi Junior sekolah: Yg ga ikutan pramuka nanti g bakal naik kelas\n\nPas udh lulus seko\xe2\x80\xa6 https://t.co/sDnnCE8Y0H'
2022-04-05 07:34:21+00:00,"b'@manusyaginger @airaniiofifteen semua ada kandungan vitamin C nya, kalo enervon ada vitamin B juga.kalo zinc doang\xe2\x80\xa6 https://t.co/TejFhaEg5o'"
2022-04-05 07:11:12+00:00,b'@airaniiofifteen Pagi Ranii \xf0\x9f\x92\x95'
2022-04-05 06:59:50+00:00,b'@airaniiofifteen met pagi~'
2022-04-05 06:49:00+00:00,b'@airaniiofifteen Pagi\xe3\x80\x9c'
2022-04-05 06:43:01+00:00,b'@airaniiofifteen korone takut ngga naik kelas karna udah bolos pramuka 2 kali'
2022-04-05 06:26:35+00:00,b'@airaniiofifteen Pagiii Yopi.......\n\nMayan buat wallpaper wkwkw'
2022-04-05 06:10:51+00:00,b'@airaniiofifteen Pagi\xe2\x99\xaa\xe2\x98\x80\xef\xb8\x8f'
2022-04-05 06:05:22+00:00,b'@airaniiofifteen Pagi'
2022-04-05 05:58:36+00:00,"b'@_LemonFizz @airaniiofifteen itu udh ada kandungan yg laennya jg ya, gw nyari yg khusus zinc doang ada ga ya kira2?\xf0\x9f\x98\xac'"
2022-04-05 05:50:55+00:00,b'@airaniiofifteen pagiii~'
2022-04-05 05:40:37+00:00,"b'@airaniiofifteen YOOO, DIKIT LAGI YUKKK'"
2022-04-05 05:39:42+00:00,"b""@airaniiofifteen UWOOOGHHH KKC LET'S GOOOO!!!\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9c\xa8\nSIAPKAN KAMERA KITA!!!!!!\xf0\x9f\x91\x80\xf0\x9f\x93\xb8\xf0\x9f\x93\xb8\xf0\x9f\x93\xb8"""
2022-04-05 05:39:04+00:00,b'@airaniiofifteen Foto trus edit hidungnya \xf0\x9f\x91\x80'
2022-04-05 05:35:16+00:00,b'@airaniiofifteen 40K LAGI MENUJU 200K VIEWS IKZZZ!!!\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8'
2022-04-05 05:29:49+00:00,b'@airaniiofifteen PAGIIIIIIII!!!!!!!!!'
2022-04-05 05:29:00+00:00,b'@airaniiofifteen Selamat pagy'
2022-04-05 05:26:30+00:00,b'@airaniiofifteen Selamat pagi\xf0\x9f\xa5\xb4'
2022-04-05 05:11:25+00:00,b'@airaniiofifteen Pagi.....? \n\nWah bagus... Pantes makin cerah aja wajahnya\xe2\x98\xba'
2022-04-05 04:28:25+00:00,b'@airaniiofifteen Telat jawab lagi try out 2 \xf0\x9f\xa4\xa7 https://t.co/we73Lm1Q2Q'
2022-04-05 04:13:48+00:00,"b'@airaniiofifteen Pagi nona manis~\n\nBaguslah kalau sudah tidur nyenyak, jaga kesehatan ya~'"
2022-04-05 04:06:59+00:00,"b'@airaniiofifteen Pagi, yopyop! \nWalaupun dah pagi menjelang siang, tapi senyummu masih tetap indah rupawan. Bagusla\xe2\x80\xa6 https://t.co/5wxtXBVsGi'"
2022-04-05 04:06:46+00:00,b'@airaniiofifteen PAGI YOPI! \xf0\x9f\x92\x96\xe2\x9c\xa8\xe2\x9c\xa8\nSyukurlah!!\nsenang mendengarnya!!'
2022-04-05 04:06:38+00:00,b'@airaniiofifteen pagii yop~ \xf0\x9f\xa5\xb0\nsyukur deh kalo gitu \xf0\x9f\x98\x81\nkirain ngga dapet dosis iofinium harian \xf0\x9f\x98\x85'
2022-04-05 04:03:25+00:00,b'@airaniiofifteen PAGIII NONA CANTIIKKK!\n\npantes agak telat ya-\n\nglad to hear that! i hope you have a great day toda\xe2\x80\xa6 https://t.co/eJWXN6kdhs'
2022-04-05 03:30:14+00:00,b'@airaniiofifteen Girl Scout Korone\n\nPramuka Putri Korone'
2022-04-05 03:28:13+00:00,b'@airaniiofifteen Finally\nKorone joined Girl Scout!\n\nAkhirnya!\nKorone gabung Pramuka putri!'
2022-04-05 03:03:16+00:00,"b""@airaniiofifteen Ko'one bisa tepuk pramuka skrg"""
2022-04-05 02:31:35+00:00,b'@airaniiofifteen YOPI SUKA KPOP???SHEEESH'
2022-04-05 02:02:43+00:00,b'@airaniiofifteen Sangat memotivasi'
2022-04-05 01:32:38+00:00,"b'@airaniiofifteen ""Ini masih mending dek, dulu kakak..... ""'"
2022-04-04 23:37:51+00:00,"b'@airaniiofifteen Koron pramuka. Interesting take, Yop...'"
2022-04-04 23:00:51+00:00,"b""@airaniiofifteen otsuyopii! maaf aku ketiduran lebih cepat dari biasanya, lembur kemarin.\n\nbut i'll try to watch th\xe2\x80\xa6 https://t.co/rSsooRMypK"""
2022-04-04 22:58:45+00:00,"b'@airaniiofifteen ""itu belum seberapa dek, jaman kakak dulu disuruh gigit jari orang""'"
2022-04-04 22:58:36+00:00,b'@airaniiofifteen bagus banget yopi\xf0\x9f\x92\x95'
2022-04-04 22:27:53+00:00,"b'@_LemonFizz @airaniiofifteen sorry bang mau tnya, suplemen zinc yg rekomen di apotek merek apa ya?'"
2022-04-04 21:39:16+00:00,b'@airaniiofifteen Jadi inget masa masa dipramuka lagi \xf0\x9f\x91\x89\xf0\x9f\x91\x88'
2022-04-04 21:25:21+00:00,"b'@airaniiofifteen Keinget masa2 sekolah asli, perkemahan sabtu minggu wajib, pbb omg banyak kengan wkwk'"
2022-04-04 20:24:48+00:00,b'@airaniiofifteen Jadi ingat beliau ( \xcd\xa1\xc2\xb0 \xcd\x9c\xca\x96 \xcd\xa1\xc2\xb0)'
2022-04-04 20:20:34+00:00,b'@airaniiofifteen Salam pramuka prok prok prok jadi apa jadi apa prok prok prok prok'
2022-04-04 20:00:10+00:00,b'@airaniiofifteen INI SAKURA MIYAWAKI KAN YAAA???? UWIHIWBDKQNSKWJ CAKEP BANGETTTTTTT\xf0\x9f\x92\x97\xf0\x9f\x92\x97\xf0\x9f\x92\x97\xf0\x9f\x92\x97\xf0\x9f\x92\x97\xf0\x9f\x92\x97\xf0\x9f\x92\x97\xf0\x9f\x92\x97\xf0\x9f\x92\x97'
2022-04-04 19:38:51+00:00,b'@airaniiofifteen o7 kaka pembina'
2022-04-04 18:23:26+00:00,b'@airaniiofifteen Req... Kalo korone pake pramuka... Okayu pake batik SMA aku dulu dong'
2022-04-04 17:47:53+00:00,b'@airaniiofifteen coba ga ada dasi. persis PNS'
2022-04-04 17:29:44+00:00,b'@airaniiofifteen setelah 2 tahun mendaftar akhirnya korone diterima menjadi pramuka kwartir jepang'
2022-04-04 17:23:54+00:00,b'@airaniiofifteen Kalau Koro-san yang jadi pemandu pramuka gabakal bolos pramuka lagi deh \xf0\x9f\x91\x80'
2022-04-04 16:56:44+00:00,b'@airaniiofifteen Otsuyopi tetap sangat bagus kau menggambarnya \xf0\x9f\x91\x8d'
2022-04-04 16:37:52+00:00,"b'@airaniiofifteen OtsuYopi~\njangan sampe Risu liat ini sih, bisa kejang2 dia nanti wkwk'"
2022-04-04 16:36:30+00:00,"b'@airaniiofifteen Otsuyopi~\n\nSelamat beristirahat, dan jgan lupa untuk tetap SEISO!\n\nBerhubung tadi udah...you know lah'"
2022-04-04 16:33:07+00:00,b'@airaniiofifteen Praja muda korone \xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d'
2022-04-04 16:32:47+00:00,b'@airaniiofifteen OtsuYopi~ \nKorone pakai seragam Pramuka jadi beneran lucu \xf0\x9f\x99\x8f ssg Yopi \xf0\x9f\x99\x8f\xf0\x9f\x99\x8f'
2022-04-04 16:32:35+00:00,b'@airaniiofifteen Otsuyopi~\nKalo boca pramukanya kek gini sih auto join eskul pramuka \xf0\x9f\x98\x85'
2022-04-04 16:32:10+00:00,b'@airaniiofifteen Kaka korone O7'
2022-04-04 16:31:20+00:00,b'@airaniiofifteen Idiihhh nge improve nih ye\nYang lama msh bocil bngt\nYang sekarang sudah siap main lumpur2an'
2022-04-04 16:30:43+00:00,b'@airaniiofifteen Ayu neeee'
2022-04-04 16:27:38+00:00,b'@airaniiofifteen Cepat sekali gedenya'
2022-04-04 16:25:41+00:00,"b""@airaniiofifteen dulu masih kecil yop ko'one makanya imut, sekarang udah gede jadi cantik \xf0\x9f\xa5\xb0\n\ngreat improve yop \xf0\x9f\x91\x8d\xf0\x9f\x98\x81"""
2022-04-04 16:25:35+00:00,b'@airaniiofifteen kaget jir dpet notif 2020-2022'
2022-04-04 16:25:33+00:00,b'@airaniiofifteen dalam 2 tahun anjingnya udah gede aja bund'
2022-04-04 16:24:20+00:00,"b""@airaniiofifteen OtsuYopi~\nmakasih buat stream nya, dan buat ko'one pramuka kawaii \xf0\x9f\xa5\xb0"""
2022-04-04 16:24:16+00:00,b'@airaniiofifteen Dulu ucullllllllll bangetttt\nSekarang cantikkkk bangettttttt'
2022-04-04 16:23:04+00:00,b'@airaniiofifteen pramuka pramuka sebulan penuh pramuka'
2022-04-04 16:21:32+00:00,b'@airaniiofifteen Ayu tenan iki\n\nkalau bajing ndeleng iki dheweke bakal seneng banget'
2022-04-04 16:20:57+00:00,b'@airaniiofifteen Korone kokonuto versyon'
2022-04-04 16:20:38+00:00,b'@airaniiofifteen Kawaiiii https://t.co/rktyKS2Xt3'
2022-04-04 16:20:02+00:00,b'@airaniiofifteen Jadi anak Pramuka'
2022-04-04 16:19:59+00:00,b'@airaniiofifteen Korone si Anak Kokonut'
2022-04-04 16:19:58+00:00,"b'@airaniiofifteen Otsukareeee, Yopi!!!\xf0\x9f\xa5\xb0\xf0\x9f\xa5\xb0\nTerima kasih stream Senin Produktif edisi Ramadhan-nya!!!\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8\n\nKoro-paisen\xe2\x80\xa6 https://t.co/tZvSNy2N8M'"
2022-04-04 16:19:55+00:00,b'@airaniiofifteen Uwaaahhh!!! Tjakep asli! \nKorone boleh juga dipakein baju pramuka gitu~'
2022-04-04 16:19:30+00:00,b'@airaniiofifteen Bakalan banyak yang daftar Pramuka nih \xf0\x9f\x98\x86\xf0\x9f\x98\x86'
2022-04-04 16:19:23+00:00,b'@airaniiofifteen Otsuyopii~\nMakasih buat streamnya yop.'
2022-04-04 16:19:12+00:00,b'@airaniiofifteen Menunggu Risu muncul'
2022-04-04 16:19:10+00:00,"b'@airaniiofifteen ""tidurrr ntar kakak robohin tendanya"" begitu lah kata kakak Pradana'"
2022-04-04 16:19:08+00:00,b'@airaniiofifteen Otsu yop~ selamat malam\xe2\x9c\xa8'
2022-04-04 16:19:05+00:00,b'@airaniiofifteen Bjir imut bet Korone pake seragam Pramuka'
2022-04-04 16:19:02+00:00,b'@airaniiofifteen UWOGGGFHHHHHHHJH OTSUKARE'
2022-04-04 16:18:57+00:00,b'@airaniiofifteen Kok cakeppp'
2022-04-04 16:18:16+00:00,b'@airaniiofifteen Otsu Yopi!!! makasih dah nemenin lembur \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f'
2022-04-04 16:09:19+00:00,b'@Aru_kurooo @airaniiofifteen Pertanyaan macam apa ini'
2022-04-04 12:01:01+00:00,"b'@airaniiofifteen Masya allah bestie, aman??yakin aman??agak sus, tpi semoga saja stream nya ngga ero\xf0\x9f\x91\x8d\n\nStay halal d\xe2\x80\xa6 https://t.co/IIe7t6A9DK'"
2022-04-04 11:38:00+00:00,b'@airaniiofifteen Kawal terus bestie'
2022-04-04 11:26:28+00:00,b'@airaniiofifteen Jd makin semangat sahur nih wkwkwwk'
2022-04-04 11:23:35+00:00,b'@airaniiofifteen Masyallah sister https://t.co/7vM6f4x3SW'
2022-04-04 11:20:24+00:00,"b'@airaniiofifteen Beh, kpop atau artis korea mantep mantep ye kalau udah masalah cantik atau ganteng ( tenang Yopi juga cantik kok )'"
2022-04-04 10:56:45+00:00,"b'@airaniiofifteen bisa dipahami Yopi! \xf0\x9f\x92\x96\xe2\x9c\xa8\xe2\x9c\xa8\nSemangat!!!\nbakal nonton sambil nugas paling hari ini, ww'"
2022-04-04 10:53:13+00:00,b'@airaniiofifteen Pagi!'
2022-04-04 10:17:37+00:00,b'@airaniiofifteen Kan udah jam buka wkwkwjkw'
2022-04-04 10:08:24+00:00,b'@airaniiofifteen Okay dokay yopi baby\n\nDitunggu beb'
2022-04-04 09:51:18+00:00,b'@airaniiofifteen Jangan ada gacha di bulan ini yop wkekwkwk'
2022-04-04 09:27:51+00:00,"b'@airaniiofifteen Alhamdulillah \xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f, ikz'"
2022-04-04 09:23:39+00:00,b'@airaniiofifteen Siap dimengerti \n\nHalal mode IKZZZZZZ'
2022-04-04 09:22:37+00:00,b'@airaniiofifteen Gambar - gambar ikz!!! \xef\xbc\x88\xe2\x98\x86/\xef\xbc\x9eu\xef\xbc\x9c/\xef\xbc\x89'
2022-04-04 09:20:36+00:00,b'@airaniiofifteen noicee!\n\nahh i see www siap dehh ditunggu!!'
2022-04-04 09:19:23+00:00,"b'@airaniiofifteen Wkwkwkwk, mode Eronya dikunci dulu'"
2022-04-04 09:19:18+00:00,"b'@airaniiofifteen Dimengerti, Yopi~ www\nSENIN PRODUKTIF EDISI RAMADHAN IKZZZ!!!\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9c\xa8\xe2\x9c\xa8\xe2\x9c\xa8'"
2022-04-04 09:19:03+00:00,b'@airaniiofifteen Yang aman ya? Ok Yop... Gambar Mecha dong... https://t.co/T4Go05edmt'
2022-04-04 09:18:13+00:00,"b'@airaniiofifteen Perfect! Ngepas bisa nonton kelar tarwih dan aman sentosa pemilihan temanya. Ditunggu streamnya ya, yopyop~'"
2022-04-04 09:17:50+00:00,b'@airaniiofifteen Siap atuh neng Yopi'
2022-04-04 09:17:00+00:00,"b'@airaniiofifteen Ooh, siap Yop, www'"
2022-04-04 09:16:52+00:00,b'@airaniiofifteen Stay halal wkwkwk jangan jangan gambar ukhti Yopi lagi wkwk'
2022-04-04 08:10:14+00:00,b'@airaniiofifteen Pagi beb'
2022-04-04 07:58:17+00:00,b'@airaniiofifteen Ga bisa gambar hadsome bois tapi bisa jadi diktator :v https://t.co/C6R0vRu31A'
2022-04-04 07:54:37+00:00,"b'@kitty_gandalf @airaniiofifteen makanya, 48 family emg pada cantik"" darisananya'"
2022-04-04 07:27:02+00:00,b'@airaniiofifteen @kz_amv Thank you so much Iofi \xf0\x9f\x99\x8f Dia juga seneng banget bisa ngerjain project bareng kamu \xe2\x98\xba\xef\xb8\x8f Dia p\xe2\x80\xa6 https://t.co/gVmo2cvpHO'
2022-04-04 07:16:53+00:00,b'@airaniiofifteen Cantikan Yopi\xe2\x98\x94'
2022-04-04 07:16:41+00:00,b'@airaniiofifteen Makan Samyang Pedas fix meler'
2022-04-04 06:37:09+00:00,b'@airaniiofifteen Pagi Yopi'
2022-04-04 06:29:21+00:00,"b'@noekirium @airaniiofifteen dasarnya muka-muka anak AKB kan udah banyak yang cantik tuh, dikasih makeup sama style\xe2\x80\xa6 https://t.co/U43uu5WKWp'"
2022-04-04 06:28:16+00:00,b'@airaniiofifteen Gila sih Sakura dikasih style dan make up korea langsung berubah banget'
2022-04-04 05:58:37+00:00,b'@airaniiofifteen Ohapi \xf0\x9f\x99\x83'
2022-04-04 05:50:50+00:00,b'@airaniiofifteen @kureijiollie \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3 ini normal nya @kureijiollie ga sih yop?'
2022-04-04 05:25:53+00:00,b'@airaniiofifteen Selamat pagi \xf0\x9f\x98\x8a'
2022-04-04 05:15:12+00:00,"b'@airaniiofifteen makeup kpop ngeri ya, jadi beda wkwk'"
2022-04-04 05:11:56+00:00,b'@airaniiofifteen Duh cantik banget itu yop \xf0\x9f\x98\xb3'
